,feature_0,feature_1,feature_2,feature_3,feature_4,target
0,-1.718649876612095,0.9696237292240466,0.19677009008735558,0.14346392807138045,-1.056956767945215,-22.99271165822029
1,-0.9981917282318641,-1.0043227122146134,-0.7667048545369003,-1.0677420110191065,-1.3730425509508952,-215.98383957483105
2,-1.6528036422528436,0.17468009289816874,-1.400256208127942,0.06389619165017826,1.0659268187168889,-39.97517452963385
3,-0.4223148241252707,0.8924738873315303,0.555962679709798,0.2280533251240672,0.10471402943328433,64.22521668134786
4,-1.0231731300289502,0.17715833734131295,0.9763817445199473,-0.9118812985440116,0.10672049295195764,-72.13422150013733
5,-0.24028438286261147,-0.21941981576216138,0.484680287951626,0.6577883804734809,-0.22841961629912938,14.373437808480684
6,-0.026192237344250482,0.4980524046828567,0.40520408032288807,-0.11246598255955272,-1.6882300277714322,-14.113626647975027
7,-0.5609810031317565,1.1320051336773298,0.19383173692841307,-0.7917565156434644,-1.3629409472080096,-28.98985312668903
8,0.019279384513077216,-0.1016972745548716,-1.1029062129553697,-0.21416665620008424,1.8495912466796365,17.27554244069883
9,-1.6845172554248828,-0.18670911180977923,0.9909091736848452,-0.8351926901914831,0.8065637678962596,-100.38984028467597
10,-3.0064987150073263,-0.5539647407905779,-0.08732818705761503,0.8318777850596785,-0.04716586765324164,-113.08202311642097
11,1.4006890344430014,-0.1306203959951194,-1.0834266602642797,0.5048154563405017,-0.6516562090577808,50.95660664660981
12,-0.9448701973880109,0.4561636113551334,-1.607676579043177,1.5427963382930518,0.5707885293815738,81.8750622583031
13,0.44819528442331247,-1.6615982911145637,0.7726948371023817,-0.014857703354702717,1.6961815728281606,-40.79420242194625
14,1.1394006845433007,0.12898291075741067,0.7290905621775369,0.402341641177549,-1.2348258203536526,55.44970406536454
15,-0.8733163387506139,-1.3495463558765382,0.608672699339987,1.4206547608972409,1.3610418458941953,1.7729029539303574
16,-0.6895497777502005,-0.8034096641738411,0.681594518281627,0.01747915902505673,-0.45553250351734315,-85.22323054743455
